	medcodeid	observations	term	snomedctconceptid	Typei	Typeii	unknowntype/other
1140	a12085241000006111	4	Moderate nonproliferative retinopathy of left eye due to diabetes mellitus	769186002	0	0	1
1141	a8118151000006112	4	Hyperosmolarity co-occurrent and due to drug induced diabetes mellitus	3.67E+14	0	1	0
1142	a14077751000006112	4	Proliferative retinopathy with iris neovascularisation due to diabetes mellitus	312909004	0	0	1
1143	a14083911000006113	4	Disorder of nervous system due to type 2 diabetes mellitus	421326000	0	1	0
1144	a8043621000006117	4	Mild nonproliferative retinopathy due to type 2 diabetes mellitus	1.39E+14	0	1	0
1145	a719601000006110	4	Malnutrition-related diabetes mellitus with peripheral circulatory complications	190410002	0	0	1
1146	a8099361000006112	4	Did not attend XPERT (expert patient education versus routine treatment) diabetes structured education programme	3.07E+14	0	0	1
1147	a84891000006116	4	Type II diabetes mellitus with hypoglycaemic coma	719216001	0	1	0
1148	a14084001000006112	4	Exudative maculopathy due to type 2 diabetes mellitus	421779007	0	1	0
1149	a719541000006111	4	Malnutrition-related diabetes mellitus with coma	420996007	0	0	1
1150	a3690681000006114	4	DM - Diabetes mellitus	73211009	0	0	1
1151	a6931861000006110	4	Infection of foot associated with diabetes	419100001	0	0	1
1152	a84831000006115	4	Type I diabetes mellitus without complication	313435000	1	0	0
1153	a14085781000006119	4	Macroalbuminuric nephropathy due to diabetes mellitus	445170001	0	0	1
1154	a12085171000006110	4	Moderate nonproliferative diabetic retinopathy of right eye	769185003	0	0	1
1155	a1079341000006112	4	Adverse reaction to Insulin Lispro	1.08E+15	0	0	1
1156	a12180791000006114	4	Diabetic lumbosacral plexopathy	39058009	0	0	1
1157	a928531000006110	4	Type I diabetes mellitus with ketoacidotic coma	421075007	1	0	0
1158	a928611000006115	4	Ketoacidotic coma in type II diabetes mellitus	421847006	0	1	0
1159	a6951091000006110	4	Diabetes type 1 with ketoacidosis	420270002	1	0	0
1160	a14058781000006117	4	Autonomic neuropathy due to diabetes mellitus	50620007	0	0	1
1161	a189711000000119	4	Lipoatrophic diabetes mellitus without complication	1.13E+14	0	0	1
1162	a5549771000006119	4	DTSQ - Diabetes treatment satisfaction questionnaire	273412002	0	0	1
1163	a7741101000006113	4	Diabetic embryopathy	716020005	0	0	1
1164	a7966691000006116	4	Chronic kidney disease stage 3 due to type 2 diabetes mellitus	7.31E+11	0	1	0
1165	a2575261000006118	4	Maternal diabetes mellitus with hypoglycaemia affecting foetus OR newborn	4783006	0	0	1
1166	a2451551000000117	4	Diabetes education care plan	9.62E+14	0	0	1
1167	a7481691000006114	4	Complication associated with insulin pump	473033004	0	0	1
1168	a12085891000006118	4	Clinically significant macular oedema of right eye co-occurrent and due to diabetes mellitus	769221001	0	0	1
1169	a4071011000006119	3	Insulin human	96367001	0	0	1
1170	a2576431000006117	3	DR - Diabetic retinopathy	4855003	0	0	1
1171	a14091771000006115	3	Disorder of eye due to type 1 diabetes mellitus	739681000	1	0	0
1172	a6022761000006118	3	Proliferative diabetic retinopathy - quiescent	312908007	0	0	1
1173	a6959811000006110	3	Diabetes type 2 with cataract	420756003	0	1	0
1174	a14083791000006117	3	Coma due to diabetes mellitus	420662003	0	0	1
1175	a5128771000006115	3	Diabetic rubeosis	238984005	0	0	1
1176	a14084021000006119	3	Renal disorder due to type 1 diabetes mellitus	421893009	1	0	0
1177	a3136191000006114	3	Administration of insulin	39543009	0	0	1
1178	a4392201000006111	3	Diabetic peripheral vascular disease	127014009	0	0	1
1179	a5987801000006113	3	Diabetologist	309350005	0	0	1
1180	a13833601000006113	3	Hyperosmolar coma due to diabetes mellitus	422126006	0	0	1
1181	a7281511000006118	3	Type 2 diabetes mellitus uncontrolled	443694000	0	1	0
1182	a8044181000006113	3	Ulcer of toe due to type 2 diabetes mellitus	1.40E+14	0	1	0
1183	a12085931000006110	3	Clinically significant macular oedema of left eye co-occurrent and due to diabetes mellitus	769222008	0	0	1
1184	a5127801000006119	3	Insulin lipoatrophy	238901000	0	0	1
1185	a6761861000006114	3	On examination - right eye proliferative diabetic retinopathy	408413000	0	0	1
1186	a6761821000006115	3	On examination - right eye preproliferative diabetic retinopathy	408411003	0	0	1
1187	a84751000006116	3	Type I diabetes mellitus with neurological complications	421468001	1	0	0
1188	a84911000006119	3	Type II diabetes mellitus with multiple complications	190388001	0	1	0
1189	a84391000006111	3	Type 1 diabetes mellitus with neuropathic arthropathy	7.18E+13	1	0	0
1190	a6630631000006111	3	Diabetic intraretinal microvascular anomaly	399868002	0	0	1
1191	a292612014	3	Malnutrition-related diabetes mellitus without complications	190412005	0	0	1
1192	a12085731000006113	3	Diabetic macular edema of right eye	769217008	0	0	1
1193	a1858831000006115	3	AURAS-AF - more time needed to decide on diabetes status	1.86E+15	0	0	1
1194	a772141000006118	3	Insulin dependent diab mell with peripheral angiopathy	421895002	0	0	1
1195	a1567721000006116	3	Adverse reaction to Insulin Human (Inhaled)	1.57E+15	0	0	1
1196	a14071371000006113	3	Advanced maculopathy due to diabetes mellitus	193350004	0	0	1
1197	a8044221000006116	3	Ischaemic foot ulcer due to type 2 diabetes mellitus	1.41E+14	0	1	0
1198	a1094311000006115	3	Adverse reaction to Diabetamide	1.09E+15	0	0	1
1199	a12078941000006116	3	Diabetic cataract of left eye	768793002	0	0	1
1200	a14078401000006119	3	Arthropathy due to type 2 diabetes mellitus	314903002	0	1	0
1201	a913491000006111	3	Type I diabetes mellitus with ophthalmic complications	739681000	1	0	0
1202	a3209431000006116	3	Diabetes mellitus type II	44054006	0	1	0
1203	a7305321000006114	3	Posttransplant diabetes mellitus	445260006	0	0	1
1204	a7963261000006115	3	Wolfram-like syndrome	734022008	0	0	1
1205	a13953411000006118	3	At low risk of ulcer of right foot due to diabetes mellitus	863879002	0	0	1
1206	a13790071000006114	3	Neuropathic arthropathy due to diabetes mellitus	201724008	0	0	1
1207	a5231271000006117	3	Insulin used	246491008	0	0	1
1208	a8027391000006115	3	Chronic kidney disease stage 1 due to type 1 diabetes mellitus	9.07E+13	1	0	0
1209	a3748251000006115	3	"Diabetes mellitus in mother complicating pregnancy, childbirth AND/OR puerperium"	76751001	0	0	1
1210	a6546261000006110	3	On examination - Right diabetic foot at high risk	394672002	0	0	1
1211	a6546341000006116	3	On examination - Left diabetic foot at high risk	394676004	0	0	1
1212	a14056961000006112	3	Ketoacidotic coma due to diabetes mellitus	26298008	0	0	1
1213	a14079871000006119	3	Hyperosmolar non-ketotic state due to type 2 diabetes mellitus	395204000	0	1	0
1214	a7809981000006113	3	Insulin declined	720971004	0	0	1
1215	a7861571000006116	3	Radiculoplexoneuropathy due to diabetes mellitus	724810001	0	0	1
1216	a14918961000006111	3	Uses continuous subcutaneous automated insulin delivery system	1.52E+15	0	0	1
1217	a1841451000006115	3	Diabetic foot screening invitation	1.84E+15	0	0	1
1218	a14308961000006115	3	Paediatric diabetes care plan	1.36E+15	0	0	1
1219	a12702381000006118	3	Diabetic oculopathy due to type I diabetes mellitus	739681000	1	0	0
1220	a6866541000006117	3	On examination - left eye stable treated proliferative diabetic retinopathy	414894003	0	0	1
1221	a12085251000006113	3	Severe nonproliferative diabetic retinopathy of right eye	769187006	0	0	1
1222	a6630571000006110	3	Diabetic macular edema not clinically significant	399864000	0	0	1
1223	a719571000006115	3	Malnutrition-related diabetes mellitus with renal complications	190407009	0	0	1
1224	a12085791000006112	3	Diabetic macular edema of left eye	769218003	0	0	1
1225	a6670981000006118	3	Diabetic wet gangrene of the foot	402864004	0	0	1
1226	a8259001000006114	3	Self management of diabetes	8.07E+14	0	0	1
1227	a396661000006115	3	Malnutrition-related diabetes mellitus with multiple complications	190411003	0	0	1
1228	a1025241000006118	3	Adverse reaction to Insulin Aspart	1.03E+15	0	0	1
1229	a12102571000006117	3	Clinically significant macular oedema with diabetes mellitus	770097006	0	0	1
1230	a14083991000006115	3	Ketoacidosis due to type 2 diabetes mellitus	421750000	0	1	0
1231	a7811801000006113	2	"Developmental delay, epilepsy, neonatal diabetes syndrome"	721088003	0	0	1
1232	a7968821000006118	2	Diabetic vitreous haemorrhage associated with type II diabetes mellitus	1.49E+12	0	1	0
1233	a8119451000006114	2	Hyperglycaemia due to type 2 diabetes mellitus	3.68E+14	0	1	0
1234	a8120381000006111	2	Neuropathy due to type 2 diabetes mellitus	3.69E+14	0	1	0
1235	a6022841000006112	2	Diabetic vitreous hemorrhage	312910009	0	0	1
1236	a8044061000006119	2	Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus	1.40E+14	0	1	0
1237	a7700041000006112	2	Assessment of diabetic foot ulcer	713130008	0	0	1
1238	a8037841000006115	2	Hypoglycaemia due to type 2 diabetes mellitus	1.21E+14	0	1	0
1239	a8034861000006113	2	Leg ulcer due to type 2 diabetes mellitus	1.10E+14	0	1	0
1240	a1093131000006110	2	Adverse reaction to Isophane Insulin (Human Pyr)	1.09E+15	0	0	1
1241	a8099151000006112	2	Did not complete DAFNE (dose adjustment for normal eating) diabetes structured education programme	3.07E+14	0	0	1
1242	a8027451000006119	2	Chronic kidney disease stage 3 due to type 1 diabetes mellitus	9.07E+13	1	0	0
1243	a1136831000006111	2	Adverse reaction to Re-usable insulin injection device	1.14E+15	0	0	1
1244	a8284551000006114	2	Assessment of diabetic ulcer of lower limb	8.44E+14	0	0	1
1245	a1099881000006117	2	Adverse reaction to Isophane Insulin (Human)	1.10E+15	0	0	1
1246	a1132291000006113	2	"Adverse reaction to Soluble Insulin (Bovine, highly purified)"	1.13E+15	0	0	1
1247	a1135841000006113	2	Adverse reaction to Insulin Glulisine	1.14E+15	0	0	1
1248	a1127141000006114	2	"Adverse reaction to Insulin (Zinc Suspension, Bovine)"	1.13E+15	0	0	1
1249	a1140931000006117	2	Adverse reaction to Insulin Isophane Porcine	1.14E+15	0	0	1
1250	a1124301000006115	2	"Adverse reaction to Human Soluble Insulin, Prb"	1.12E+15	0	0	1
1251	a1120491000006114	2	Adverse reaction to Insulin Zinc Solution	1.12E+15	0	0	1
1252	a3292081000006115	2	Bullosis diabeticorum	48951005	0	0	1
1253	a2444761000000113	2	Paediatric diabetic medicine care plan	9.59E+14	0	0	1
1254	a1934931000006112	2	Adverse reaction to Allpresan Diabetic	1.93E+15	0	0	1
1255	a14811191000006115	2	Diabetes Distress Scale 17 item Emotional Burden score	1.37E+15	0	0	1
1256	a958321000006115	2	DHDS pilot project outcome - new diagnosis Diabetes	9.58E+14	0	0	1
1257	a3511972010	2	Diabetic education service	734920002	0	0	1
1258	a14084111000006114	2	Peripheral circulatory disorder due to type 2 diabetes mellitus	422166005	0	1	0
1259	a4758011000006112	2	Type 2 diabetes mellitus with hyperosmolar coma	190331003	0	1	0
1260	a14181911000006117	2	Bilateral nonproliferative retinopathy due to diabetes mellitus type 2	1.67E+16	0	1	0
1261	a84331000006112	2	Type 1 diabetes mellitus with gangrene	420825003	1	0	0
1262	a84861000006112	2	Type II diabetes mellitus with arthropathy	314903002	0	1	0
1263	a84781000006112	2	Type I diabetes mellitus with peripheral angiopathy	3.12E+13	1	0	0
1264	a14811251000006118	2	Diabetes Distress Scale 17 item Interpersonal Distress score	1.37E+15	0	0	1
1265	a14811231000006113	2	Diabetes Distress Scale 17 item Regimen Distress score	1.37E+15	0	0	1
1266	a14811211000006119	2	Diabetes Distress Scale 17 item Physician Distress score	1.37E+15	0	0	1
1267	a189701000000116	2	Insulin autoimmune syndrome without complication	408539000	0	0	1
1268	a14728721000006117	2	Neovascular glaucoma due to diabetes mellitus type 2	1196922005	0	1	0
1269	a1977131000006118	2	Adverse reaction to Insulin Human	1.98E+15	0	0	1
1270	a3514795011	2	Hyperosmolar hyperglycaemic coma due to diabetes mellitus without ketoacidosis	735537007	0	0	1
1271	a5109461000006115	2	Diabetes type 2 on insulin	237599002	0	1	0
1272	a5128751000006113	2	Diabetic thick skin syndrome	238983004	0	0	1
1273	a5030771000006114	2	Diabetic traction retinal detachment	232023006	0	0	1
1274	a356110010	2	"Megaloblastic anaemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness"	237617006	0	0	1
1275	a354671000006113	2	[X] Adverse reaction to insulins and antidiabetic agents NOS	430400006	0	0	1
1276	a1031051000006113	2	Adverse reaction to Protamine Zinc Bovine Insulin	1.03E+15	0	0	1
1277	a1841481000006111	2	Diabetic foot screening invitation second letter	1.84E+15	0	0	1
1278	a1853141000006111	2	In-house diabetes foot screening	1.85E+15	0	0	1
1279	a1999901000006113	2	Adverse reaction to Glucorx Allpresan Diabetic	2.00E+15	0	0	1
1280	a13966641000006115	2	Newly diagnosed diabetes mellitus type 1	870528001	1	0	0
1281	a7968881000006119	2	Proliferative diabetic retinopathy due to type 2 diabetes mellitus	1.50E+12	0	1	0
1282	a3634971000006115	2	Insulin pump	69805005	0	0	1
1283	a4392131000006114	2	Diabetic sensory polyneuropathy	127011001	0	0	1
1284	a8428511000006111	2	Seen in community diabetes antenatal clinic	1.05E+15	0	0	1
1285	a6041431000006111	2	Mixed diabetic maculopathy	314015001	0	0	1
1286	a6866781000006116	2	On examination - right chronic diabetic foot ulcer	414906009	0	0	1
1287	a8098311000006115	2	DAFNE (dose adjustment for normal eating) diabetes structured education programme completed	3.06E+14	0	0	1
1288	a6969931000006116	2	Diabetes type 2 with neurological disorder	421326000	0	1	0
1289	a6977421000006110	2	Ketoacidosis in type II diabetes mellitus	421750000	0	1	0
1290	a6953871000006115	2	Ketoacidosis in diabetes mellitus	420422005	1	0	0
1291	a6953891000006119	2	Diabetic acidosis	420422005	0	0	1
1292	a6985411000006117	2	Diabetic skin ulcer	422183001	0	0	1
1293	a6022871000006116	2	Clinically significant diabetic macular oedema	312911008	0	0	1
1294	a8352721000006117	2	Diabetic medicine service	9.63E+14	0	0	1
1295	a14083831000006112	2	Retinopathy due to type 1 diabetes mellitus	420789003	1	0	0
1296	a14083941000006112	2	Disorder of nervous system due to type 1 diabetes mellitus	421468001	1	0	0
1297	a14128861000006110	2	No evidence of diabetic nephropathy	874908001	0	0	1
1298	a14077861000006116	2	Focal exudative maculopathy due to diabetes mellitus	314011005	0	0	1
1299	a12705071000006113	2	Gastroparesis due to type 1 diabetes mellitus	713702000	1	0	0
1300	a14083931000006119	2	Hypoglycaemic coma due to type 1 diabetes mellitus	421437000	1	0	0
1301	a12085071000006114	2	Mild nonproliferative diabetic retinopathy of right eye	769183005	0	0	1
1302	a5809871000006117	2	Insulin allergy	294714000	0	0	1
1303	a14083771000006118	2	Exudative maculopathy due to type 1 diabetes mellitus	420486006	1	0	0
1304	a12085211000006112	2	Moderate nonproliferative diabetic retinopathy of left eye	769186002	0	0	1
1305	a12224761000006115	2	Severe NPDR (nonproliferative diabetic retinopathy)	312905005	0	0	1
1306	a14073061000006116	2	Abnormal metabolic state due to diabetes mellitus	237620003	0	0	1
1307	a4383621000006112	2	Diabetic mixed sensory-motor polyneuropathy	126534007	0	0	1
1308	a8084961000006111	2	Diabetes type II review	2.79E+14	0	1	0
1309	a8440231000006115	2	Eating disorder co-occurrent with diabetes mellitus type 1	1.07E+15	1	0	0
1310	a96244016	2	Protein-deficient diabetes mellitus	57886004	0	0	1
1311	a913941000006114	2	Peripheral angiopathy due to type 1 diabetes mellitus	3.12E+13	1	0	0
1312	a6443801000006114	2	Insulin administration assessment	385792008	0	0	1
1313	a6444101000006119	2	Diabetic care management	385806006	0	0	1
1314	a913521000006113	2	Neurological disorder with type 1 diabetes mellitus	421468001	1	0	0
1315	a2575271000006113	2	Maternal diabetes mellitus with hypoglycemia affecting fetus OR newborn	4783006	0	0	1
1316	a2609971000000114	2	Referred by Diabetes UK roadshow clinician	1.03E+15	0	0	1
1317	a719561000006110	2	Malnutrition-related diabetes mellitus with multiple comps	190411003	0	0	1
1318	a2900951000006115	2	Diabetic eye disease	25093002	0	0	1
1319	a7306751000006110	2	Brittle type 2 diabetes mellitus	445353002	0	1	0
1320	a5976641000006118	2	Admission to diabetic department	308253000	0	0	1
1321	a8044171000006110	2	Neuropathic toe ulcer due to type 2 diabetes mellitus	1.40E+14	0	1	0
1322	a7318191000006115	2	Change in insulin dose	446047003	0	0	1
1323	a14057821000006112	2	Radiculoplexus neuropathy due to diabetes mellitus	39181008	0	0	1
1324	a7812131000006119	2	Diabetic retinopathy absent	721103006	0	0	1
1325	a7968751000006116	2	Diabetes mellitus type 2 without retinopathy	1.48E+12	0	1	0
1326	a3938481000006117	2	Impaired glucose tolerance associated with insulin receptor abnormality	88512005	0	0	1
1327	a7966931000006114	2	Angina associated with type 2 diabetes mellitus	7.91E+11	0	1	0
1328	a7966611000006114	2	Chronic kidney disease stage 5 due to type 2 diabetes mellitus	7.11E+11	0	1	0
1329	a8120401000006111	2	Hyperosmolar coma due to secondary diabetes mellitus	3.69E+14	0	1	0
1330	a14072611000006117	2	Proliferative retinopathy with neovascularisation elsewhere than the optic disc due to diabetes mellitus	232022001	0	0	1
1331	a3039941000006118	2	Pineal hyperplasia AND diabetes mellitus syndrome	33559001	0	0	1
1332	a6515471000006118	2	On examination - diabetic maculopathy absent both eyes	390855002	0	0	1
1333	a719471000006119	1	Malnutrit-related diabetes mellitus with unspec complics	190411003	0	0	1
1334	a7966791000006111	1	Chronic kidney disease stage 1 due to type 2 diabetes mellitus	7.51E+11	0	1	0
1335	a7863801000006113	1	Lumbosacral plexopathy co-occurrent and due to diabetes mellitus	724997001	0	0	1
1336	a7288191000006110	1	Type 2 diabetes mellitus well controlled	444110003	0	1	0
1337	a7500351000006110	1	Renal cysts and diabetes syndrome	609572000	0	0	1
1338	a719481000006116	1	Malnutrit-related diabetes mellitus wth ophthalmic complicat	421256007	0	0	1
1339	a719591000006119	1	Malnutrition-related diabetes mellitus wth neuro complicatns	420683009	0	0	1
1340	a720311000006119	1	Malnutrit-relat diabetes mellitus with other spec comps	190411003	0	0	1
1341	a7966761000006115	1	Chronic kidney disease stage 2 due to type 2 diabetes mellitus	7.41E+11	0	1	0
1342	a933231000006118	1	Hypo states in diabetes	6.58E+14	0	0	1
1343	a7966571000006116	1	Mixed hyperlipidaemia associated with type II diabetes mellitus	7.01E+11	0	1	0
1344	a7708081000006116	1	Gastroparesis due to diabetes mellitus	713704004	0	0	1
1345	a8024771000006113	1	Rubeosis iridis due to type 1 diabetes mellitus	8.26E+13	1	0	0
1346	a8012071000006112	1	Type II diabetes on insulin	2.45E+13	0	1	0
1347	a8035211000006110	1	Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus	1.11E+14	0	1	0
1348	a8033291000006116	1	Pre-existing diabetes mellitus in mother complicating childbirth	1.06E+14	0	0	1
1349	a8026041000006113	1	Forefoot ulcer due to type 2 diabetes mellitus	8.75E+13	0	1	0
1350	a8027491000006113	1	Chronic kidney disease stage 5 due to type 1 diabetes mellitus	9.08E+13	1	0	0
1351	a7969001000006112	1	Foot ulcer due to type 2 diabetes mellitus	1.52E+12	0	1	0
1352	a7613941000006113	1	Diabetic glomerulosclerosis	707221002	0	0	1
1353	a7809991000006111	1	Insulin refused	720971004	0	0	1
1354	a7804621000006115	1	Not suitable for DESMOND (Diabetes Education and Self Management for Ongoing and Newly Diagnosed) program	720504004	0	0	1
1355	a7708051000006112	1	Gastroparesis due to diabetes mellitus type I	713702000	0	0	1
1356	a913821000006111	1	Type I diabetes mellitus with polyneuropathy	713705003	1	0	0
1357	a6546281000006117	1	On examination - Right diabetic foot - ulcerated	394673007	0	0	1
1358	a913911000006110	1	Type I diabetes mellitus with diabetic cataract	421920002	1	0	0
1359	a3516393017	1	Insulin infusion rate	736101003	0	0	1
1360	a913791000006119	1	Type I diabetes mellitus with mononeuropathy	420918009	1	0	0
1361	a1132361000006110	1	"Adverse reaction to Insulin zinc suspension (human, prb)"	1.13E+15	0	0	1
1362	a3636752017	1	Acute complication co-occurrent and due to diabetes mellitus	762489000	0	0	1
1363	a3513752015	1	Absence of lower limb due to diabetes mellitus	735200002	0	0	1
1364	a5981421000006112	1	Insulin injection	308755006	0	0	1
1365	a84791000006110	1	Polyneuropathy due to diabetes mellitus type I	713705003	0	0	1
1366	a84681000006118	1	Type I diabetes mellitus with arthropathy	314893005	1	0	0
1367	a498512013	1	Genetic syndromes of diabetes mellitus	5969009	0	0	1
1368	a1013681000006117	1	Adverse reaction to Short-Acting Insulin Preparations	1.01E+15	0	0	1
1369	a1020731000006114	1	Adverse reaction to Insulin Zinc Suspension Lente (Evans)	1.02E+15	0	0	1
1370	a1048331000006114	1	Adverse reaction to Insulin Glulisine	1.05E+15	0	0	1
1371	a1039391000006117	1	"Adverse reaction to U100 Insulin Sterile, Single Use"	1.04E+15	0	0	1
1372	a1132371000006115	1	Adverse reaction to Insulin zinc suspension (bovine and porcine)	1.13E+15	0	0	1
1373	a1133641000006111	1	Adverse reaction to Porcine Neutral Insulin	1.13E+15	0	0	1
1374	a1099341000006117	1	Adverse reaction to Insulin Zinc Suspension	1.10E+15	0	0	1
1375	a1128051000006111	1	Adverse reaction to U 100 Insulin Syringe	1.13E+15	0	0	1
1376	a1131211000006113	1	Adverse reaction to Insulin zinc suspension mixed bovine	1.13E+15	0	0	1
1377	a1128561000006115	1	Adverse reaction to Insulin Lispro Protamine Suspension	1.13E+15	0	0	1
1378	a1137501000006119	1	Adverse reaction to Human Neutral Soluble Insulin	1.14E+15	0	0	1
1379	a1137491000006110	1	Adverse reaction to Biphasic Isophane Insulin (Human)	1.14E+15	0	0	1
1380	a1118121000006110	1	"Adverse reaction to Isophane insulin (human, crb)"	1.12E+15	0	0	1
1381	a1119321000006119	1	Adverse reaction to Insulin Soluble Aspart	1.12E+15	0	0	1
1382	a1140951000006112	1	Adverse reaction to Insulin Isophane Bovine	1.14E+15	0	0	1
1383	a1140501000006116	1	Adverse reaction to Soluble Insulin	1.14E+15	0	0	1
1384	a1067271000006114	1	Adverse reaction to Human Initard 50/50 Insulin	1.07E+15	0	0	1
1385	a1063651000006112	1	"Adverse reaction to Isophane Insulin (Human, Prb)"	1.06E+15	0	0	1
1386	a5997431000006115	1	Diabetic liaison nurse	310185003	0	0	1
1387	a8099301000006111	1	Did not attend DAFNE (dose adjustment for normal eating) diabetes structured education programme	3.07E+14	0	0	1
1388	a6961081000006118	1	Gangrene associated with type 1 diabetes mellitus	420825003	1	0	0
1389	a11931121000006112	1	Diabetes Distress Scale 17 item	9.09E+14	0	0	1
1390	a14077381000006115	1	Hyperosmolar non-ketotic state due to diabetes mellitus	310505005	0	0	1
1391	a14072621000006113	1	Traction detachment of retina due to diabetes mellitus	232023006	0	0	1
1392	a14015311000006110	1	Coronary artery disease due to type 2 diabetes mellitus	1.69E+16	0	1	0
1393	a14071211000006113	1	Multiple complications due to type 2 diabetes mellitus	190388001	0	1	0
1394	a13810171000006113	1	Vitreous haemorrhage due to diabetes mellitus	312910009	0	0	1
1395	a13947541000006114	1	Administration of insulin using insulin pump	846663002	0	0	1
1396	a13953211000006119	1	Ulcer of left foot due to diabetes mellitus	860978005	0	0	1
1397	a13953421000006114	1	At low risk of ulcer of left foot due to diabetes mellitus	863880004	0	0	1
1398	a12085121000006114	1	Mild nonproliferative diabetic retinopathy of left eye	769184004	0	0	1
1399	a12085291000006119	1	Severe nonproliferative diabetic retinopathy of left eye	769188001	0	0	1
1400	a12166111000006116	1	Retinopathy due to diabetes mellitus	4855003	0	0	1
1401	a12010081000006119	1	Provision of patient held diabetes record declined	763782001	0	0	1
1402	a6888611000006119	1	Diabetic record status	416193009	0	0	1
1403	a12704991000006114	1	Ketoacidotic coma in type 2 diabetes mellitus	421847006	0	1	0
1404	a12704401000006110	1	Diabetic oculopathy	25093002	0	0	1
1405	a12703741000006118	1	Adverse reaction to antidiabetic drug	430400006	0	0	1
1406	a12224911000006115	1	Focal exudative diabetic maculopathy	314011005	0	0	1
1407	a12363701000006117	1	Gastroparesis with diabetes mellitus	713704004	0	0	1
1408	a5009561000006114	1	Diabetic chronic painful polyneuropathy	230575000	0	0	1
1409	a4771421000006116	1	PPDR - Preproliferative diabetic retinopathy	193349004	0	0	1
1410	a4938901000006116	1	Sliding scale insulin regime	225301004	0	0	1
1412	a3459801000006118	1	Diabetes mellitus associated with hormonal aetiology	59079001	0	0	1
1413	a396671000006110	1	[X]Malnutrit-related diabetes mellitus with unspec complics	190411003	0	0	1
1414	a14090011000006118	1	Hypoglycaemic coma due to type 2 diabetes mellitus	719216001	0	1	0
1415	a13966631000006113	1	Newly diagnosed type 1 diabetes mellitus	870528001	1	0	0
1416	a8241711000006112	1	Discussion about changing insulin requirement in pregnancy	7.75E+14	0	0	1
1417	a8239411000006115	1	Active insulin time	7.68E+14	0	0	1
1418	a7065531000006115	1	Latent autoimmune diabetes mellitus in adult (LADA)	426875007	0	0	1
1419	a6630821000006112	1	Non-high-risk proliferative diabetic retinopathy with clinically significant macular oedema	399875001	0	0	1
1420	a6630851000006115	1	Very severe nonproliferative diabetic retinopathy	399876000	0	0	1
1421	a6630751000006114	1	Severe nonproliferative diabetic retinopathy with no macular oedema	399873008	0	0	1
1422	a6630721000006117	1	Severe nonproliferative diabetic retinopathy with clinically significant macular oedema	399872003	0	0	1
1423	a6630661000006119	1	Non-high-risk proliferative diabetic retinopathy with no macular oedema	399870006	0	0	1
1424	a6630591000006111	1	Diabetic retinal venous beading	399866003	0	0	1
1425	a6630481000006114	1	Proliferative diabetic retinopathy - high risk with no macular oedema	399862001	0	0	1
1426	a6837961000006116	1	Panretinal photocoagulation for diabetes	413180006	0	0	1
1427	a6823401000006118	1	Insulin lispro	412210000	0	0	1
1428	a6761841000006110	1	On examination - left eye preproliferative diabetic retinopathy	408412005	0	0	1
1429	a6761881000006116	1	On examination - left eye proliferative diabetic retinopathy	408414006	0	0	1
1430	a1088671000006113	1	"Adverse reaction to Isophane Insulin (Bovine, Highly Purified)"	1.09E+15	0	0	1
1431	a1144371000006112	1	Adverse reaction to Insulin Zinc Suspension(Crystalline)	1.14E+15	0	0	1
1432	a1137821000006110	1	Adverse reaction to Human Neutral Isophane Insulin	1.14E+15	0	0	1
1433	a3527174019	1	Diabetes mellitus caused by chemical	737212004	0	0	1
1434	a2649991000006110	1	Latent diabetes	9414007	0	0	1
1435	a8428501000006113	1	Seen in diabetes preconception counselling clinic	1.05E+15	0	0	1
1436	a11633221000006116	1	ADM - atypical diabetes mellitus	5.31E+17	0	0	1
1437	a9313441000006115	1	Diabetes type 2 with diabetic ulcer of left foot	1.07E+16	0	1	0
1438	a8119331000006114	1	Hyperglycaemia due to type 1 diabetes mellitus	3.68E+14	1	0	0
1439	a8098281000006117	1	Attended DAFNE (dose adjustment for normal eating) diabetes structured education programme	3.06E+14	0	0	1
1440	a8077141000006113	1	Proteinuria due to type 1 diabetes mellitus	2.43E+14	1	0	0
1441	a306114012	1	Pre-existing malnutrition-related diabetes mellitus	199231005	0	0	1
1442	a14181961000006119	1	Bilateral proliferative retinopathy due to diabetes mellitus type 2	1.67E+16	0	1	0
1443	a1955171000006110	1	Keele ENHANCE trial - diabetic review	1.96E+15	0	0	1
1444	a3102571000006114	1	Diabetic urine	37398008	0	0	1
1445	a14920201000006110	1	Replacement of continuous subcutaneous insulin patch pump	1.60E+15	0	0	1
1446	a14083761000006113	1	Mononeuropathy due to type 2 diabetes mellitus	420436000	0	1	0
1447	a14920111000006119	1	Diabetic digital retinal screening image quality of left eye inadequate for grading	1.60E+15	0	0	1
1448	a14691571000006118	1	T1-DDS (Type 1 Diabetes Distress Scale) total score	1.37E+15	1	0	0
1449	a14920061000006115	1	Diabetic digital retinal screening image quality inadequate for grading	1.60E+15	0	0	1
1450	a14077741000006110	1	Quiescent proliferative retinopathy due to diabetes mellitus	312908007	0	0	1
1451	a14918541000006116	1	Mean total daily basal insulin dose	1.52E+15	0	0	1
1452	a13810021000006111	1	Glomerulopathy due to diabetes mellitus	309426007	0	0	1
